"fished_vessel_anon","apollo_sequence","sample_1","sample_2","sample_3","sample_4","sample_5","sample_1","sample_2","sample_3","sample_4","sample_5","sample_6","sample_7","sample_8","sample_9","sample_10","sample_11","sample_12","sample_13","sample_14","sample_15","sample_16","sample_17","sample_18","sample_19","sample_20","sample_21","sample_22","sample_23","sample_24","sample_25","sample_26","sample_27","sample_28","sample_29","sample_30","sample_31","sample_32","sample_33","sample_34","sample_35","sample_36","sample_37","sample_38","sample_39"
6,116,2,1,0,2,2,2,2,0,2,2,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,3,2,1,1,0,1,2,1,2,1,2,2,2,1,0
6,117,2,1,0,2,2,2,2,0,2,2,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,3,2,1,1,0,1,2,1,2,1,2,2,2,1,0
6,118,2,1,0,2,2,2,2,0,2,2,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,3,2,1,1,0,1,2,1,2,1,2,2,2,1,0
6,119,2,1,0,2,2,2,2,0,2,2,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,3,2,1,1,0,1,2,1,2,1,2,2,2,1,0
6,120,2,1,0,2,2,2,2,0,2,2,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,3,2,1,1,0,1,2,1,2,1,2,2,2,1,0
6,121,2,1,0,2,2,2,2,0,2,2,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,3,2,1,1,0,1,2,1,2,1,2,2,2,1,0
6,122,2,1,0,2,2,2,2,0,2,2,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,3,2,1,1,0,1,2,1,2,1,2,2,2,1,0
6,123,2,1,0,2,2,2,2,0,2,2,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,3,2,1,1,0,1,2,1,2,1,2,2,2,1,0
6,124,2,1,0,2,2,2,2,0,2,2,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,3,2,1,1,0,1,2,1,2,1,2,2,2,1,0
6,125,2,1,0,2,2,2,2,0,2,2,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,3,2,1,1,0,1,2,1,2,1,2,2,2,1,0
6,126,2,1,0,2,2,2,2,0,2,2,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,3,2,1,1,0,1,2,1,2,1,2,2,2,1,0
6,127,2,1,0,2,2,2,2,0,2,2,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,3,2,1,1,0,1,2,1,2,1,2,2,2,1,0
6,128,2,1,0,2,2,2,2,0,2,2,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,3,2,1,1,0,1,2,1,2,1,2,2,2,1,0
6,129,2,1,0,2,2,2,2,0,2,2,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,3,2,1,1,0,1,2,1,2,1,2,2,2,1,0
6,130,2,1,0,2,2,2,2,0,2,2,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,3,2,1,1,0,1,2,1,2,1,2,2,2,1,0
6,131,2,1,0,2,2,2,2,0,2,2,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,3,2,1,1,0,1,2,1,2,1,2,2,2,1,0
6,132,2,1,0,2,2,2,2,0,2,2,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,3,2,1,1,0,1,2,1,2,1,2,2,2,1,0
6,133,2,1,0,2,2,2,2,0,2,2,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,3,2,1,1,0,1,2,1,2,1,2,2,2,1,0
6,134,2,1,0,2,2,2,2,0,2,2,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,3,2,1,1,0,1,2,1,2,1,2,2,2,1,0
6,135,2,1,0,2,2,2,2,0,2,2,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,3,2,1,1,0,1,2,1,2,1,2,2,2,1,0
6,136,2,1,0,2,2,2,2,0,2,2,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,3,2,1,1,0,1,2,1,2,1,2,2,2,1,0
6,137,2,1,0,2,2,2,2,0,2,2,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,3,2,1,1,0,1,2,1,2,1,2,2,2,1,0
6,138,2,1,0,2,2,2,2,0,2,2,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,3,2,1,1,0,1,2,1,2,1,2,2,2,1,0
6,139,2,1,0,2,2,2,2,0,2,2,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,3,2,1,1,0,1,2,1,2,1,2,2,2,1,0
6,140,2,1,0,2,2,2,2,0,2,2,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,3,2,1,1,0,1,2,1,2,1,2,2,2,1,0
6,141,2,1,0,2,2,2,2,0,2,2,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,3,2,1,1,0,1,2,1,2,1,2,2,2,1,0
6,142,2,1,0,2,2,2,2,0,2,2,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,3,2,1,1,0,1,2,1,2,1,2,2,2,1,0
6,143,2,1,0,2,2,2,2,0,2,2,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,3,2,1,1,0,1,2,1,2,1,2,2,2,1,0
6,144,2,1,0,2,2,2,2,0,2,2,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,3,2,1,1,0,1,2,1,2,1,2,2,2,1,0
6,145,2,1,0,2,2,2,2,0,2,2,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,3,2,1,1,0,1,2,1,2,1,2,2,2,1,0
6,146,2,1,0,2,2,2,2,0,2,2,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,3,2,1,1,0,1,2,1,2,1,2,2,2,1,0
6,147,2,1,0,2,2,2,2,0,2,2,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,3,2,1,1,0,1,2,1,2,1,2,2,2,1,0
6,148,2,1,0,2,2,2,2,0,2,2,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,3,2,1,1,0,1,2,1,2,1,2,2,2,1,0
6,149,2,1,0,2,2,2,2,0,2,2,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,3,2,1,1,0,1,2,1,2,1,2,2,2,1,0
6,150,2,1,0,2,2,2,2,0,2,2,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,3,2,1,1,0,1,2,1,2,1,2,2,2,1,0
6,151,2,1,0,2,2,2,2,0,2,2,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,3,2,1,1,0,1,2,1,2,1,2,2,2,1,0
6,152,2,1,0,2,2,2,2,0,2,2,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,3,2,1,1,0,1,2,1,2,1,2,2,2,1,0
6,153,2,1,0,2,2,2,2,0,2,2,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,3,2,1,1,0,1,2,1,2,1,2,2,2,1,0
6,154,2,1,0,2,2,2,2,0,2,2,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,3,2,1,1,0,1,2,1,2,1,2,2,2,1,0
6,155,2,1,0,2,2,2,2,0,2,2,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,3,2,1,1,0,1,2,1,2,1,2,2,2,1,0
6,156,2,1,0,2,2,2,2,0,2,2,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,3,2,1,1,0,1,2,1,2,1,2,2,2,1,0
6,157,2,1,0,2,2,2,2,0,2,2,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,3,2,1,1,0,1,2,1,2,1,2,2,2,1,0
6,158,2,1,0,2,2,2,2,0,2,2,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,3,2,1,1,0,1,2,1,2,1,2,2,2,1,0
6,159,2,1,0,2,2,2,2,0,2,2,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,3,2,1,1,0,1,2,1,2,1,2,2,2,1,0
6,160,2,1,0,2,2,2,2,0,2,2,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,3,2,1,1,0,1,2,1,2,1,2,2,2,1,0
6,161,2,1,0,2,2,2,2,0,2,2,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,3,2,1,1,0,1,2,1,2,1,2,2,2,1,0
6,162,2,1,0,2,2,2,2,0,2,2,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,3,2,1,1,0,1,2,1,2,1,2,2,2,1,0
6,163,2,1,0,2,2,2,2,0,2,2,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,3,2,1,1,0,1,2,1,2,1,2,2,2,1,0
6,164,2,1,0,2,2,2,2,0,2,2,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,3,2,1,1,0,1,2,1,2,1,2,2,2,1,0
6,165,2,1,0,2,2,2,2,0,2,2,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,3,2,1,1,0,1,2,1,2,1,2,2,2,1,0
6,166,2,1,0,2,2,2,2,0,2,2,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,3,2,1,1,0,1,2,1,2,1,2,2,2,1,0
6,167,2,1,0,2,2,2,2,0,2,2,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,3,2,1,1,0,1,2,1,2,1,2,2,2,1,0
6,168,2,1,0,2,2,2,2,0,2,2,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,3,2,1,1,0,1,2,1,2,1,2,2,2,1,0
6,169,2,1,0,2,2,2,2,0,2,2,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,3,2,1,1,0,1,2,1,2,1,2,2,2,1,0
6,170,2,1,0,2,2,2,2,0,2,2,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,3,2,1,1,0,1,2,1,2,1,2,2,2,1,0
6,171,2,1,0,2,2,2,2,0,2,2,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,3,2,1,1,0,1,2,1,2,1,2,2,2,1,0
6,172,2,1,0,2,2,2,2,0,2,2,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,3,2,1,1,0,1,2,1,2,1,2,2,2,1,0
6,173,2,1,0,2,2,2,2,0,2,2,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,3,2,1,1,0,1,2,1,2,1,2,2,2,1,0
6,174,2,1,0,2,2,2,2,0,2,2,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,3,2,1,1,0,1,2,1,2,1,2,2,2,1,0
6,175,2,1,0,2,2,2,2,0,2,2,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,3,2,1,1,0,1,2,1,2,1,2,2,2,1,0
6,176,2,1,0,2,2,2,2,0,2,2,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,3,2,1,1,0,1,2,1,2,1,2,2,2,1,0
6,177,2,1,0,2,2,2,2,0,2,2,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,3,2,1,1,0,1,2,1,2,1,2,2,2,1,0
6,178,2,1,0,2,2,2,2,0,2,2,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,3,2,1,1,0,1,2,1,2,1,2,2,2,1,0
6,179,2,1,0,2,2,2,2,0,2,2,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,3,2,1,1,0,1,2,1,2,1,2,2,2,1,0
6,180,2,1,0,2,2,2,2,0,2,2,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,3,2,1,1,0,1,2,1,2,1,2,2,2,1,0
6,181,2,1,0,2,2,2,2,0,2,2,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,3,2,1,1,0,1,2,1,2,1,2,2,2,1,0
6,182,2,1,0,2,2,2,2,0,2,2,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,3,2,1,1,0,1,2,1,2,1,2,2,2,1,0
6,183,2,1,0,2,2,2,2,0,2,2,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,3,2,1,1,0,1,2,1,2,1,2,2,2,1,0
6,184,2,1,0,2,2,2,2,0,2,2,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,3,2,1,1,0,1,2,1,2,1,2,2,2,1,0
7,1,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,2,0,0,2,1,1,0,1,3,1,0,0,0,0,1,2,1,1,1,1,1,2,2,0,1,2
7,2,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,2,0,0,2,1,1,0,1,3,1,0,0,0,0,1,2,1,1,1,1,1,2,2,0,1,2
7,3,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,2,0,0,2,1,1,0,1,3,1,0,0,0,0,1,2,1,1,1,1,1,2,2,0,1,2
7,4,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,2,0,0,2,1,1,0,1,3,1,0,0,0,0,1,2,1,1,1,1,1,2,2,0,1,2
7,5,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,2,0,0,2,1,1,0,1,3,1,0,0,0,0,1,2,1,1,1,1,1,2,2,0,1,2
7,6,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,2,0,0,2,1,1,0,1,3,1,0,0,0,0,1,2,1,1,1,1,1,2,2,0,1,2
7,7,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,2,0,0,2,1,1,0,1,3,1,0,0,0,0,1,2,1,1,1,1,1,2,2,0,1,2
7,8,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,2,0,0,2,1,1,0,1,3,1,0,0,0,0,1,2,1,1,1,1,1,2,2,0,1,2
7,9,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,2,0,0,2,1,1,0,1,3,1,0,0,0,0,1,2,1,1,1,1,1,2,2,0,1,2
7,10,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,2,0,0,2,1,1,0,1,3,1,0,0,0,0,1,2,1,1,1,1,1,2,2,0,1,2
7,11,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,2,0,0,2,1,1,0,1,3,1,0,0,0,0,1,2,1,1,1,1,1,2,2,0,1,2
7,12,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,2,0,0,2,1,1,0,1,3,1,0,0,0,0,1,2,1,1,1,1,1,2,2,0,1,2
7,13,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,2,0,0,2,1,1,0,1,3,1,0,0,0,0,1,2,1,1,1,1,1,2,2,0,1,2
7,14,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,2,0,0,2,1,1,0,1,3,1,0,0,0,0,1,2,1,1,1,1,1,2,2,0,1,2
7,15,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,2,0,0,2,1,1,0,1,3,1,0,0,0,0,1,2,1,1,1,1,1,2,2,0,1,2
7,16,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,2,0,0,2,1,1,0,1,3,1,0,0,0,0,1,2,1,1,1,1,1,2,2,0,1,2
7,17,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,2,0,0,2,1,1,0,1,3,1,0,0,0,0,1,2,1,1,1,1,1,2,2,0,1,2
7,18,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,2,0,0,2,1,1,0,1,3,1,0,0,0,0,1,2,1,1,1,1,1,2,2,0,1,2
7,19,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,2,0,0,2,1,1,0,1,3,1,0,0,0,0,1,2,1,1,1,1,1,2,2,0,1,2
7,20,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,2,0,0,2,1,1,0,1,3,1,0,0,0,0,1,2,1,1,1,1,1,2,2,0,1,2
7,21,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,2,0,0,2,1,1,0,1,3,1,0,0,0,0,1,2,1,1,1,1,1,2,2,0,1,2
7,22,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,2,0,0,2,1,1,0,1,3,1,0,0,0,0,1,2,1,1,1,1,1,2,2,0,1,2
7,23,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,2,0,0,2,1,1,0,1,3,1,0,0,0,0,1,2,1,1,1,1,1,2,2,0,1,2
7,24,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,2,0,0,2,1,1,0,1,3,1,0,0,0,0,1,2,1,1,1,1,1,2,2,0,1,2
7,25,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,2,0,0,2,1,1,0,1,3,1,0,0,0,0,1,2,1,1,1,1,1,2,2,0,1,2
7,26,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,2,0,0,2,1,1,0,1,3,1,0,0,0,0,1,2,1,1,1,1,1,2,2,0,1,2
7,27,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,2,0,0,2,1,1,0,1,3,1,0,0,0,0,1,2,1,1,1,1,1,2,2,0,1,2
7,28,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,2,0,0,2,1,1,0,1,3,1,0,0,0,0,1,2,1,1,1,1,1,2,2,0,1,2
7,29,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,2,0,0,2,1,1,0,1,3,1,0,0,0,0,1,2,1,1,1,1,1,2,2,0,1,2
7,30,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,2,0,0,2,1,1,0,1,3,1,0,0,0,0,1,2,1,1,1,1,1,2,2,0,1,2
7,31,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,2,0,0,2,1,1,0,1,3,1,0,0,0,0,1,2,1,1,1,1,1,2,2,0,1,2
8,1,0,1,2,3,1,1,1,0,3,1,0,5,1,1,0,1,1,2,1,2,0,1,1,1,0,2,1,3,2,1,1,0,1,2,2,0,0,2,0,2,4,1,0,1
8,2,0,1,2,3,1,1,1,0,3,1,0,5,1,1,0,1,1,2,1,2,0,1,1,1,0,2,1,3,2,1,1,0,1,2,2,0,0,2,0,2,4,1,0,1
8,3,0,1,2,3,1,1,1,0,3,1,0,5,1,1,0,1,1,2,1,2,0,1,1,1,0,2,1,3,2,1,1,0,1,2,2,0,0,2,0,2,4,1,0,1
8,4,0,1,2,3,1,1,1,0,3,1,0,5,1,1,0,1,1,2,1,2,0,1,1,1,0,2,1,3,2,1,1,0,1,2,2,0,0,2,0,2,4,1,0,1
8,5,0,1,2,3,1,1,1,0,3,1,0,5,1,1,0,1,1,2,1,2,0,1,1,1,0,2,1,3,2,1,1,0,1,2,2,0,0,2,0,2,4,1,0,1
8,6,0,1,2,3,1,1,1,0,3,1,0,5,1,1,0,1,1,2,1,2,0,1,1,1,0,2,1,3,2,1,1,0,1,2,2,0,0,2,0,2,4,1,0,1
8,7,0,1,2,3,1,1,1,0,3,1,0,5,1,1,0,1,1,2,1,2,0,1,1,1,0,2,1,3,2,1,1,0,1,2,2,0,0,2,0,2,4,1,0,1
8,8,0,1,2,3,1,1,1,0,3,1,0,5,1,1,0,1,1,2,1,2,0,1,1,1,0,2,1,3,2,1,1,0,1,2,2,0,0,2,0,2,4,1,0,1
8,9,0,1,2,3,1,1,1,0,3,1,0,5,1,1,0,1,1,2,1,2,0,1,1,1,0,2,1,3,2,1,1,0,1,2,2,0,0,2,0,2,4,1,0,1
8,10,0,1,2,3,1,1,1,0,3,1,0,5,1,1,0,1,1,2,1,2,0,1,1,1,0,2,1,3,2,1,1,0,1,2,2,0,0,2,0,2,4,1,0,1
8,11,0,1,2,3,1,1,1,0,3,1,0,5,1,1,0,1,1,2,1,2,0,1,1,1,0,2,1,3,2,1,1,0,1,2,2,0,0,2,0,2,4,1,0,1
8,12,0,1,2,3,1,1,1,0,3,1,0,5,1,1,0,1,1,2,1,2,0,1,1,1,0,2,1,3,2,1,1,0,1,2,2,0,0,2,0,2,4,1,0,1
8,13,0,1,2,3,1,1,1,0,3,1,0,5,1,1,0,1,1,2,1,2,0,1,1,1,0,2,1,3,2,1,1,0,1,2,2,0,0,2,0,2,4,1,0,1
8,14,0,1,2,3,1,1,1,0,3,1,0,5,1,1,0,1,1,2,1,2,0,1,1,1,0,2,1,3,2,1,1,0,1,2,2,0,0,2,0,2,4,1,0,1
8,15,0,1,2,3,1,1,1,0,3,1,0,5,1,1,0,1,1,2,1,2,0,1,1,1,0,2,1,3,2,1,1,0,1,2,2,0,0,2,0,2,4,1,0,1
8,16,0,1,2,3,1,1,1,0,3,1,0,5,1,1,0,1,1,2,1,2,0,1,1,1,0,2,1,3,2,1,1,0,1,2,2,0,0,2,0,2,4,1,0,1
8,17,0,1,2,3,1,1,1,0,3,1,0,5,1,1,0,1,1,2,1,2,0,1,1,1,0,2,1,3,2,1,1,0,1,2,2,0,0,2,0,2,4,1,0,1
8,18,0,1,2,3,1,1,1,0,3,1,0,5,1,1,0,1,1,2,1,2,0,1,1,1,0,2,1,3,2,1,1,0,1,2,2,0,0,2,0,2,4,1,0,1
8,19,0,1,2,3,1,1,1,0,3,1,0,5,1,1,0,1,1,2,1,2,0,1,1,1,0,2,1,3,2,1,1,0,1,2,2,0,0,2,0,2,4,1,0,1
8,20,0,1,2,3,1,1,1,0,3,1,0,5,1,1,0,1,1,2,1,2,0,1,1,1,0,2,1,3,2,1,1,0,1,2,2,0,0,2,0,2,4,1,0,1
8,21,0,1,2,3,1,1,1,0,3,1,0,5,1,1,0,1,1,2,1,2,0,1,1,1,0,2,1,3,2,1,1,0,1,2,2,0,0,2,0,2,4,1,0,1
8,22,0,1,2,3,1,1,1,0,3,1,0,5,1,1,0,1,1,2,1,2,0,1,1,1,0,2,1,3,2,1,1,0,1,2,2,0,0,2,0,2,4,1,0,1
8,23,0,1,2,3,1,1,1,0,3,1,0,5,1,1,0,1,1,2,1,2,0,1,1,1,0,2,1,3,2,1,1,0,1,2,2,0,0,2,0,2,4,1,0,1
8,24,0,1,2,3,1,1,1,0,3,1,0,5,1,1,0,1,1,2,1,2,0,1,1,1,0,2,1,3,2,1,1,0,1,2,2,0,0,2,0,2,4,1,0,1
8,25,0,1,2,3,1,1,1,0,3,1,0,5,1,1,0,1,1,2,1,2,0,1,1,1,0,2,1,3,2,1,1,0,1,2,2,0,0,2,0,2,4,1,0,1
8,26,0,1,2,3,1,1,1,0,3,1,0,5,1,1,0,1,1,2,1,2,0,1,1,1,0,2,1,3,2,1,1,0,1,2,2,0,0,2,0,2,4,1,0,1
8,27,0,1,2,3,1,1,1,0,3,1,0,5,1,1,0,1,1,2,1,2,0,1,1,1,0,2,1,3,2,1,1,0,1,2,2,0,0,2,0,2,4,1,0,1
8,28,0,1,2,3,1,1,1,0,3,1,0,5,1,1,0,1,1,2,1,2,0,1,1,1,0,2,1,3,2,1,1,0,1,2,2,0,0,2,0,2,4,1,0,1
8,29,0,1,2,3,1,1,1,0,3,1,0,5,1,1,0,1,1,2,1,2,0,1,1,1,0,2,1,3,2,1,1,0,1,2,2,0,0,2,0,2,4,1,0,1
8,30,0,1,2,3,1,1,1,0,3,1,0,5,1,1,0,1,1,2,1,2,0,1,1,1,0,2,1,3,2,1,1,0,1,2,2,0,0,2,0,2,4,1,0,1
8,31,0,1,2,3,1,1,1,0,3,1,0,5,1,1,0,1,1,2,1,2,0,1,1,1,0,2,1,3,2,1,1,0,1,2,2,0,0,2,0,2,4,1,0,1
8,32,0,1,2,3,1,1,1,0,3,1,0,5,1,1,0,1,1,2,1,2,0,1,1,1,0,2,1,3,2,1,1,0,1,2,2,0,0,2,0,2,4,1,0,1
8,33,0,1,2,3,1,1,1,0,3,1,0,5,1,1,0,1,1,2,1,2,0,1,1,1,0,2,1,3,2,1,1,0,1,2,2,0,0,2,0,2,4,1,0,1
8,34,0,1,2,3,1,1,1,0,3,1,0,5,1,1,0,1,1,2,1,2,0,1,1,1,0,2,1,3,2,1,1,0,1,2,2,0,0,2,0,2,4,1,0,1
8,35,0,1,2,3,1,1,1,0,3,1,0,5,1,1,0,1,1,2,1,2,0,1,1,1,0,2,1,3,2,1,1,0,1,2,2,0,0,2,0,2,4,1,0,1
8,36,0,1,2,3,1,1,1,0,3,1,0,5,1,1,0,1,1,2,1,2,0,1,1,1,0,2,1,3,2,1,1,0,1,2,2,0,0,2,0,2,4,1,0,1
8,37,0,1,2,3,1,1,1,0,3,1,0,5,1,1,0,1,1,2,1,2,0,1,1,1,0,2,1,3,2,1,1,0,1,2,2,0,0,2,0,2,4,1,0,1
8,38,0,1,2,3,1,1,1,0,3,1,0,5,1,1,0,1,1,2,1,2,0,1,1,1,0,2,1,3,2,1,1,0,1,2,2,0,0,2,0,2,4,1,0,1
8,39,0,1,2,3,1,1,1,0,3,1,0,5,1,1,0,1,1,2,1,2,0,1,1,1,0,2,1,3,2,1,1,0,1,2,2,0,0,2,0,2,4,1,0,1
8,40,0,1,2,3,1,1,1,0,3,1,0,5,1,1,0,1,1,2,1,2,0,1,1,1,0,2,1,3,2,1,1,0,1,2,2,0,0,2,0,2,4,1,0,1
8,41,0,1,2,3,1,1,1,0,3,1,0,5,1,1,0,1,1,2,1,2,0,1,1,1,0,2,1,3,2,1,1,0,1,2,2,0,0,2,0,2,4,1,0,1
8,42,0,1,2,3,1,1,1,0,3,1,0,5,1,1,0,1,1,2,1,2,0,1,1,1,0,2,1,3,2,1,1,0,1,2,2,0,0,2,0,2,4,1,0,1
8,43,0,1,2,3,1,1,1,0,3,1,0,5,1,1,0,1,1,2,1,2,0,1,1,1,0,2,1,3,2,1,1,0,1,2,2,0,0,2,0,2,4,1,0,1
8,44,0,1,2,3,1,1,1,0,3,1,0,5,1,1,0,1,1,2,1,2,0,1,1,1,0,2,1,3,2,1,1,0,1,2,2,0,0,2,0,2,4,1,0,1
8,45,0,1,2,3,1,1,1,0,3,1,0,5,1,1,0,1,1,2,1,2,0,1,1,1,0,2,1,3,2,1,1,0,1,2,2,0,0,2,0,2,4,1,0,1
8,46,0,1,2,3,1,1,1,0,3,1,0,5,1,1,0,1,1,2,1,2,0,1,1,1,0,2,1,3,2,1,1,0,1,2,2,0,0,2,0,2,4,1,0,1
8,47,0,1,2,3,1,1,1,0,3,1,0,5,1,1,0,1,1,2,1,2,0,1,1,1,0,2,1,3,2,1,1,0,1,2,2,0,0,2,0,2,4,1,0,1
8,48,0,1,2,3,1,1,1,0,3,1,0,5,1,1,0,1,1,2,1,2,0,1,1,1,0,2,1,3,2,1,1,0,1,2,2,0,0,2,0,2,4,1,0,1
8,49,0,1,2,3,1,1,1,0,3,1,0,5,1,1,0,1,1,2,1,2,0,1,1,1,0,2,1,3,2,1,1,0,1,2,2,0,0,2,0,2,4,1,0,1
