"LANDING_YEAR","AGENCY_CODE","MANAGEMENT_GROUP_CODE","COMPLEX","PACFIN_SPECIES_COMMON_NAME","PACFIN_SPECIES_CODE","CCA_LANDED_WEIGHT_MTONS","CCA_LANDED_WEIGHT_PPP","CCA_EXVESSEL_REVENUE","CCA_CONFIDENTIAL_FLAG","ERA_LANDED_WEIGHT_MTONS","ERA_LANDED_WEIGHT_PPP","ERA_EXVESSEL_REVENUE","ERA_CONFIDENTIAL_FLAG","BGA_LANDED_WEIGHT_MTONS","BGA_LANDED_WEIGHT_PPP","BGA_EXVESSEL_REVENUE","BGA_CONFIDENTIAL_FLAG","BDA_LANDED_WEIGHT_MTONS","BDA_LANDED_WEIGHT_PPP","BDA_EXVESSEL_REVENUE","BDA_CONFIDENTIAL_FLAG","SFA_LANDED_WEIGHT_MTONS","SFA_LANDED_WEIGHT_PPP","SFA_EXVESSEL_REVENUE","SFA_CONFIDENTIAL_FLAG","MNA_LANDED_WEIGHT_MTONS","MNA_LANDED_WEIGHT_PPP","MNA_EXVESSEL_REVENUE","MNA_CONFIDENTIAL_FLAG","MRA_LANDED_WEIGHT_MTONS","MRA_LANDED_WEIGHT_PPP","MRA_EXVESSEL_REVENUE","MRA_CONFIDENTIAL_FLAG","SBA_LANDED_WEIGHT_MTONS","SBA_LANDED_WEIGHT_PPP","SBA_EXVESSEL_REVENUE","SBA_CONFIDENTIAL_FLAG","LAA_LANDED_WEIGHT_MTONS","LAA_LANDED_WEIGHT_PPP","LAA_EXVESSEL_REVENUE","LAA_CONFIDENTIAL_FLAG","SDA_LANDED_WEIGHT_MTONS","SDA_LANDED_WEIGHT_PPP","SDA_EXVESSEL_REVENUE","SDA_CONFIDENTIAL_FLAG","CA2_LANDED_WEIGHT_MTONS","CA2_LANDED_WEIGHT_PPP","CA2_EXVESSEL_REVENUE","CA2_CONFIDENTIAL_FLAG","TOTAL_LANDED_WEIGHT_MTONS","TOTAL_LANDED_WEIGHT_PPP","TOTAL_EXVESSEL_REVENUE","TOTAL_CONFIDENTIAL_FLAG"
"2000","C","HMSP","....","DORADO/DOLPHINFISH","DRDO",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",33.5,.68,50496,"",1.5,2.47,8127,"",,,,"",35,,58623,"*"
"2000","C","HMSP","....","SHORTFIN MAKO SHARK","MAKO",,,,"*",,,,"",,,,"*",,,,"",,,,"",.8,1.24,2192,"",3.4,.96,7119,"",4.7,1.27,13246,"",19.7,1.03,44987,"",26.3,1.1,63935,"",,,,"",54.9,,131479,"*"
"2000","C","HMSP","....","SWORDFISH","SWRD",23.4,3.03,155955,"",,,,"",,,,"*",,,,"*",,,,"*",13.3,3.69,108061,"",132.5,2.6,759555,"",37.6,3.22,267402,"",1393.3,2.87,8800577,"",222.8,3.32,1629160,"",,,,"",1822.9,,11720710,"*"
"2000","C","HMSP","....","COMMON THRESHER SHARK","TSRK",1.7,1.42,5187,"",,,,"*",,,,"",,,,"*",.2,1.59,851,"",3,1.64,10862,"",4,1.25,10980,"",34.2,1.28,96487,"",45,1.43,141838,"",59.5,1.54,202366,"",,,,"",147.6,,468571,"*"
"2000","C","HMSP","TUNA","ALBACORE","ALBC",44.6,.93,91096,"",286.4,.89,563190,"",14.1,.92,28783,"",36.1,1.07,85428,"",44.3,1.11,108258,"",347.8,.91,696543,"",395.3,.91,795316,"",11.4,.83,20878,"",522.6,.96,1107970,"",178,.83,325368,"",,,,"*",1880.6,,3822830,"*"
"2000","C","HMSP","TUNA","BLUEFIN TUNA","BTNA",2.7,2.72,16302,"",,,,"",,,,"*",.2,2.2,855,"",,,,"*",.7,1.76,2659,"",19.7,1.42,61775,"",1.8,3.22,12513,"",275.4,.69,419820,"",7.4,1.54,25047,"",,,,"",307.9,,538971,"*"
"2000","C","HMSP","TUNA","BIGEYE TUNA","ETNA",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"*",55.1,3.45,419282,"",7.2,4.66,73510,"",,,,"",62.3,,492792,"*"
"2000","C","HMSP","TUNA","SKIPJACK TUNA","STNA",,,,"",,,,"*",,,,"",,,,"",,,,"",4.2,.77,7136,"",,,,"",,,,"*",775.1,.28,475667,"",,,,"*",,,,"",779.3,,482803,"*"
"2000","C","HMSP","TUNA","UNSP. TUNA","UTNA",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"*",,,,"",,,,"*",,,,"*",,,,"*",,,,"",0,,0,"*"
"2000","C","HMSP","TUNA","YELLOWFIN TUNA","YTNA",,,,"*",,,,"*",,,,"",,,,"",,,,"*",,,,"*",,,,"*",.3,1.4,931,"",1153.1,.48,1218121,"",3.7,1.15,9326,"",,,,"",1157.1,,1228378,"*"
"2000","C","OTHR","....","PACIFIC ANGEL SHARK","ASRK",,,,"",,,,"",,,,"",,,,"",,,,"",.2,1.1,452,"",1.2,.61,1670,"",15,1.01,33511,"",.4,.47,369,"",.2,1.07,371,"",,,,"",17,,36373,""
"2000","C","OTHR","....","BAT RAY","BTRY",,,,"",,,,"*",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"*",.2,.39,135,"",,,,"*",,,,"",.2,,135,"*"
"2000","C","OTHR","....","NOM. CALIF HALIBUT","CHL1",,,,"*",.4,2.22,1795,"",,,,"*",6.8,2.77,41818,"",128.6,2.62,743149,"",21.4,2.27,106948,"",18.1,2.72,108628,"",97.2,2.96,633945,"",86.6,3.31,631553,"",25.2,3.18,176573,"",,,,"*",384.3,,2444409,"*"
"2000","C","OTHR","....","PACIFIC BARRACUDA","CUDA",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"*",0,.88,70,"",4.2,.73,6686,"",70.7,.5,77227,"",5.2,.69,7938,"",,,,"",80.1,,91921,"*"
"2000","C","OTHR","....","UNSP. EELS","EELS",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",.8,3.61,6726,"",,,,"*",,,,"",.8,,6726,"*"
"2000","C","OTHR","....","BIGEYE THRESHER SHARK","ISRK",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",.6,.8,1114,"",1.9,.72,2982,"",,,,"",2.5,,4096,"*"
"2000","C","OTHR","....","CALIFORNIA SPINY LOBSTER","LOBS",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",92.5,7.03,1433998,"",104.6,6.72,1551393,"",122.8,6.27,1696630,"",,,,"*",319.9,,4682021,"*"
"2000","C","OTHR","....","LOUVAR","LUVR",,,,"*",,,,"",,,,"*",,,,"",,,,"",,,,"*",.5,1.64,1887,"",.1,3.94,1168,"",.3,3.76,2890,"",1.4,4.45,13268,"",,,,"",2.3,,19213,"*"
"2000","C","OTHR","....","MONKEYFACE PRICKLEBACK (EEL)","MEEL",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"*",.1,2.95,444,"",,,,"",,,,"",,,,"",,,,"",.1,,444,"*"
"2000","C","OTHR","....","MISC. FISH/ANIMALS","MISC",,,,"*",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"*",.1,1.17,232,"",1.6,2.01,6992,"",,,,"",,,,"*",1.7,,7224,"*"
"2000","C","OTHR","....","MISC. FISH","MSC2",,,,"*",,,,"",,,,"",,,,"*",.6,.66,900,"",1.4,.91,2789,"",,,,"",1.4,.8,2454,"",10.7,.93,21897,"",.3,1.86,1369,"",,,,"*",14.4,,29409,"*"
"2000","C","OTHR","....","PLAINFIN MIDSHIPMAN","MSHP",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",0,,0,"*"
"2000","C","OTHR","....","OTHER CROAKER","OCRK",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",0,,0,"*"
"2000","C","OTHR","....","UNSP. OCTOPUS","OCTP",,,,"*",,,,"*",.2,.74,355,"",,,,"*",.1,.7,221,"",.7,.1,147,"",,,,"*",.3,.97,567,"",.4,1.12,976,"",0,1.33,27,"",,,,"",1.7,,2293,"*"
"2000","C","OTHR","....","OPAH","OPAH",,,,"*",,,,"",,,,"*",,,,"",,,,"*",,,,"*",2.6,.5,2858,"",1.6,.55,1950,"",7.6,.5,8411,"",45.3,.45,45155,"",,,,"",57.1,,58374,"*"
"2000","C","OTHR","....","OTHER SKATES","OSKT",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",.1,1.37,355,"",4.9,.64,6873,"",4.6,.45,4601,"",,,,"",,,,"",9.6,,11829,""
"2000","C","OTHR","....","OTHER SHARK","OSRK",,,,"",,,,"*",,,,"",,,,"",,,,"*",,,,"*",,,,"*",1.8,.78,3195,"",.5,1.5,1601,"",,,,"*",,,,"",2.3,,4796,"*"
"2000","C","OTHR","....","OCEAN WHITEFISH","OWFS",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",3.2,1.73,12044,"",.3,1.31,965,"",.6,.87,1096,"",,,,"",4.1,,14105,"*"
"2000","C","OTHR","....","PACIFIC HALIBUT","PHLB",,,,"*",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2000","C","OTHR","....","PELAGIC THRESHER SHARK","PSRK",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"*",,,,"*",,,,"*",,,,"",1.7,.53,1934,"",,,,"",1.7,,1934,"*"
"2000","C","OTHR","....","QUEENFISH","QFSH",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"*",,,,"",,,,"*",,,,"*",,,,"*",,,,"",0,,0,"*"
"2000","C","OTHR","....","UNSP. SCULPIN","SCLP",,,,"",,,,"",.2,1.98,748,"",,,,"*",1.2,2.29,6042,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",1.4,,6790,"*"
"2000","C","OTHR","....","UNSP. SHAD","SHAD",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"*",,,,"",23.7,.91,47651,"",23.7,,47651,"*"
"2000","C","OTHR","....","NOM. CALIFORNIA SHEEPHEAD","SHP1",,,,"",,,,"",,,,"",,,,"*",,,,"",0,2.4,176,"",.6,2.52,3521,"",26.6,3.03,177433,"",25.3,3.55,198157,"",26.2,3.71,213725,"",,,,"",78.7,,593012,"*"
"2000","C","OTHR","....","UNSP. SMELT","SMLT",,,,"*",303.4,.27,180734,"",,,,"*",,,,"",2.7,.32,1915,"",4.6,.61,6254,"",,,,"",,,,"*",3.3,.78,5668,"",,,,"",,,,"",314,,194571,"*"
"2000","C","OTHR","....","UNSP. SQUID","SQID",,,,"*",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"*",,,,"",0,,0,"*"
"2000","C","OTHR","....","SURFPERCH SPP.","SRFP",3.7,1.17,9647,"",9.2,1.16,23535,"",.1,1.37,226,"",1.1,1.15,2785,"",5.2,2.91,33543,"",,,,"*",4.5,1.88,18540,"",.1,.72,207,"",1.3,1.09,3085,"",.3,.9,508,"",,,,"*",25.5,,92076,"*"
"2000","C","OTHR","....","PACIFIC TOMCOD","TCOD",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",0,,0,"*"
"2000","C","OTHR","....","UNSP. HAGFISH","UHAG",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",0,,0,"*"
"2000","C","OTHR","....","UNSP. HALIBUT","UHLB",,,,"",,,,"",,,,"",,,,"",3.1,2.54,17274,"",,,,"",,,,"",.4,2.32,2261,"",.2,3,1008,"",,,,"",,,,"",3.7,,20543,""
"2000","C","OTHR","....","UNSP. SHARK","USRK",,,,"*",,,,"*",,,,"",.2,1.16,438,"",.9,.7,1335,"",4.1,.29,2599,"",,,,"",.1,.97,255,"",0,1.47,70,"",,,,"*",,,,"",5.3,,4697,"*"
"2000","C","OTHR","....","WHITE CROAKER","WCRK",,,,"",,,,"",,,,"",.3,1.44,870,"",17.8,.97,38045,"",2.2,.42,2033,"",,,,"*",11.8,.56,14417,"",55.3,.81,99204,"",,,,"*",,,,"",87.4,,154569,"*"
"2000","C","OTHR","....","YELLOWTAIL","YLTL",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",3,1.4,9318,"",35.5,1.07,83660,"",11.4,1.22,30709,"",,,,"",49.9,,123687,"*"
"2000","C","OTHR","BASS","GIANT SEA BASS","GBAS",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",1,1.78,3832,"",.7,1.34,2095,"",.2,1.32,597,"",,,,"",1.9,,6524,"*"
"2000","C","OTHR","BASS","OTHER BASS","OBAS",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2000","C","OTHR","BASS","WHITE SEABASS","WBAS",,,,"",,,,"",,,,"",,,,"",1.4,1.98,6212,"",11.1,1.89,46312,"",1.6,2.26,8070,"",31.5,2.16,149995,"",45.5,1.89,189380,"",7.4,2.27,37237,"",,,,"",98.5,,437206,""
"2000","C","OTHR","ECHN","OTHER SEA URCHINS","OURC",,,,"",,,,"",4.9,1.09,11788,"",,,,"*",,,,"",,,,"",,,,"",3.4,1.08,8122,"",9.5,1.73,36214,"",,,,"",,,,"",17.8,,56124,"*"
"2000","C","OTHR","ECHN","RED SEA URCHIN","RURC",,,,"",1.7,.86,3225,"",1851.5,.89,3639019,"",304.1,.84,565832,"",13.1,.47,13643,"",,,,"",,,,"*",2139.7,1.04,4925866,"",2272.8,1.03,5183655,"",292.3,1.04,670155,"",,,,"",6875.2,,15001395,"*"
"2000","C","OTHR","ECHN","UNSP. ECHINODERM","UECH",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",0,,0,"*"
"2000","C","OTHR","ECHN","UNSP. SEA CUCUMBERS","USCU",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",247.5,.93,506384,"",40.4,1.03,91814,"",,,,"*",,,,"",287.9,,598198,"*"
"2000","C","OTHR","MLSK","OTHER MOLLUSKS","OMSK",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",12.4,.45,12180,"",6.1,.58,7746,"",12.7,.52,14513,"",,,,"",31.2,,34439,"*"
"2000","C","OTHR","MLSK","UNSP. MOLLUSKS","UMSK",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",.3,1.39,852,"",4.3,4.8,45161,"",,,,"*",,,,"",4.6,,46013,"*"
"2000","C","OTHR","TUNA","BLACK SKIPJACK","BSJK",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",0,,0,"*"
"2000","C","SAMN","....","CHINOOK SALMON","CHNK",1.2,2.32,6219,"",27.9,2.11,129866,"",175.6,2.27,880964,"",266.3,2.35,1379415,"",881.5,2.09,4057879,"",820.3,1.79,3240604,"",194.3,1.83,781652,"",,,,"*",,,,"*",,,,"",,,,"*",2367.1,,10476599,"*"
"2000","C","SAMN","....","UNSP. SALMON","USMN",,,,"",,,,"",,,,"",,,,"*",,,,"*",,,,"*",,,,"",,,,"*",,,,"",,,,"",,,,"",0,,0,"*"
"2000","C","SHLL","ABLN","BLACK ABALONE","BABL",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2000","C","SHLL","CLAM","CALIFORNIA JACKKNIFE CLAM","JCLM",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",0,,0,"*"
"2000","C","SHLL","CLAM","ROSY RAZOR CLAM","RZCL",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",0,,0,"*"
"2000","C","SHLL","CLAM","UNSP. CLAM","UCLM",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",.2,.44,156,"",,,,"*",,,,"",,,,"",.2,,156,"*"
"2000","C","SRMP","....","UNSP. BAIT SHRIMP","BSRM",,,,"",,,,"",,,,"",2.3,4.46,22407,"",438.6,.26,250837,"",,,,"",,,,"",,,,"",,,,"*",,,,"",112.7,.22,55459,"",553.6,,328703,"*"
"2000","C","SRMP","....","GHOST SHRIMP","GSRM",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2000","C","SRMP","....","OTHER SHRIMP","OSRM",39.2,4.09,353627,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",2.4,3.32,17660,"",,,,"",,,,"",41.6,,371287,"*"
"2000","C","SRMP","....","PACIFIC PINK SHRIMP","PSHP",762.3,.37,623658,"",182.7,.48,192143,"",,,,"*",,,,"",,,,"",,,,"*",137.6,.62,187861,"",1.4,1.5,4525,"",,,,"",,,,"",,,,"",1084,,1008187,"*"
"2000","C","SRMP","....","RIDGEBACK PRAWN","RPRW",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"*",646.7,1.14,1620407,"",61.4,1.13,152601,"",,,,"",,,,"",708.1,,1773008,"*"
"2000","C","SRMP","....","SPOTTED PRAWN","SPRW",,,,"",,,,"*",8.9,8.75,171147,"",,,,"*",20.6,7.99,362627,"",17,9.3,349044,"",59,8.34,1084172,"",54.8,8.64,1044397,"",23.6,8.37,435333,"",16.6,8.97,328965,"",,,,"",200.5,,3775685,"*"
"2000","C","SRMP","....","UNSP. OCEAN SHRIMP","USRM",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2000","C","XXXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**","",3232.6,,508198,"",1871.1,,361710,"",20.5,,57055,"",154.3,,196700,"",121.9,,89829,"",60.9,,56100,"",35.8,,52128,"",12.6,,90511,"",47.4,,19065,"",63.9,,37177,"",91.6,,534357,"",5712.6,,2002830,""
"2001","C","CPEL","....","PACIFIC HERRING","PHRG",,,,"*",,,,"*",,,,"",,,,"*",2395.1,.46,2414719,"",,,,"*",,,,"",,,,"",,,,"*",,,,"",,,,"",2395.1,,2414719,"*"
"2001","C","CPEL","....","ROUND HERRING","RHRG",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",0,,0,"*"
"2001","C","CPEL","WETF","CHUB MACKEREL","CMCK",,,,"*",,,,"*",,,,"*",,,,"",.6,1.28,1572,"",172.1,.05,18823,"",,,,"*",72.4,.04,6642,"",6676.4,.07,1065870,"",2.8,.41,2539,"",,,,"",6924.3,,1095446,"*"
"2001","C","CPEL","WETF","JACK MACKEREL","JMCK",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",3623.8,.07,561445,"",.1,.48,109,"",,,,"",3623.9,,561554,"*"
"2001","C","CPEL","WETF","MARKET SQUID","MSQD",,,,"*",,,,"*",,,,"",,,,"",279.9,.12,74049,"",7746.6,.1,1773494,"",,,,"*",39096.2,.08,6604570,"",39170.2,.1,8489219,"",11,.19,4622,"",,,,"",86303.9,,16945954,"*"
"2001","C","CPEL","WETF","NORTHERN ANCHOVY","NANC",,,,"*",,,,"",,,,"",,,,"",42.3,.14,13432,"",11660.1,.02,569140,"",,,,"*",3909.3,.05,450668,"",3657.6,.04,322116,"",,,,"*",,,,"",19269.3,,1355356,"*"
"2001","C","CPEL","WETF","PACIFIC BONITO","PBNT",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"*",,,,"*",.4,.43,386,"",.1,.39,73,"",,,,"",.5,,459,"*"
"2001","C","CPEL","WETF","PACIFIC SARDINE","PSDN",,,,"",,,,"",,,,"*",,,,"",,,,"*",7102.4,.09,1432925,"",,,,"",4027,.04,376235,"",40763.1,.05,4462190,"",,,,"*",,,,"",51892.5,,6271350,"*"
"2001","C","CPEL","WETF","UNSP. MACKEREL","UMCK",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"*",,,,"*",,,,"*",.4,.57,498,"",,,,"",,,,"",.4,,498,"*"
"2001","C","CRAB","....","DUNGENESS CRAB","DCRB",505,2.32,2586301,"",257.6,2.52,1433634,"",140.3,2.33,719380,"",185.6,2.85,1164192,"",504.1,2.67,2963812,"",11.3,3.11,77390,"",3.9,4.16,36031,"",,,,"",,,,"*",,,,"",,,,"*",1607.8,,8980740,"*"
"2001","C","CRAB","....","OTHER CRAB","OCRB",13.8,.99,29989,"",,,,"",,,,"*",,,,"*",,,,"*",,,,"",1,1.37,2923,"",12.5,1.13,31122,"",14.9,1.16,38122,"",2.3,.78,3906,"",,,,"",44.5,,106062,"*"
"2001","C","CRAB","....","ROCK CRAB","RCRB",,,,"",4.1,1.28,11700,"",,,,"*",3.4,1.38,10451,"",17.6,1.25,48541,"",1.3,1.39,4062,"",46.1,1.32,133806,"",303.9,1.32,885750,"",59.8,1.36,179176,"",103.8,1.13,257583,"",,,,"*",540,,1531069,"*"
"2001","C","CRAB","....","UNSP. CRAB","UCRB",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",.8,.95,1726,"",.3,1.07,799,"",,,,"",,,,"",1.1,,2525,""
"2001","C","CRAB","KCRB","UNSP. KING CRAB","UKCR",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",1.4,.89,2727,"",,,,"*",,,,"",,,,"",1.4,,2727,"*"
"2001","C","GRND","FLAT","NOM. ARROWTOOTH FLOUNDER","ART1",5.8,.13,1686,"",,,,"*",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",5.8,,1686,"*"
"2001","C","GRND","FLAT","BUTTER SOLE","BSOL",,,,"*",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2001","C","GRND","FLAT","DOVER SOLE","DOVR",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",0,.51,8,"",,,,"",,,,"",,,,"",,,,"",0,,8,""
"2001","C","GRND","FLAT","NOM. DOVER SOLE","DVR1",319.7,.37,263036,"",710.2,.37,572698,"",643.5,.37,523571,"",31.5,.33,23248,"",187.5,.31,127254,"",420.9,.32,298005,"",120.4,.34,90524,"",.1,.7,206,"",.2,.77,272,"",,,,"",,,,"",2434,,1898814,""
"2001","C","GRND","FLAT","NOM. ENGLISH SOLE","EGL1",78.8,.36,62541,"",143.8,.37,116973,"",40.1,.36,31817,"",,,,"*",67.4,.42,62210,"",41.8,.38,34684,"",26.5,.4,23395,"",2.4,.54,2845,"",,,,"*",,,,"",,,,"",400.8,,334465,"*"
"2001","C","GRND","FLAT","FANTAIL SOLE","FNTS",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",.1,.87,237,"",,,,"",,,,"",,,,"",,,,"",.1,,237,""
"2001","C","GRND","FLAT","NOM. LONGFIN SANDDAB","LDB1",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"*",,,,"",,,,"",0,,0,"*"
"2001","C","GRND","FLAT","NOM. PACIFIC SANDDAB","PDB1",1.8,.33,1338,"",,,,"*",,,,"",,,,"",,,,"",,,,"*",,,,"*",,,,"*",,,,"*",0,2.35,76,"",,,,"",1.8,,1414,"*"
"2001","C","GRND","FLAT","NOM. PETRALE SOLE","PTR1",45.2,.88,87881,"",255.2,.88,496968,"",30.6,1.02,68724,"",,,,"*",104.5,1.29,296558,"",56.7,1.02,128004,"",56.5,1.2,150009,"",5.1,1.19,13298,"",.1,.98,233,"",0,1.46,37,"",,,,"",553.9,,1241712,"*"
"2001","C","GRND","FLAT","NOM. REX SOLE","REX1",58.6,.45,58119,"",81.1,.45,79943,"",54.6,.45,54095,"",4.4,.44,4245,"",11.8,.44,11385,"",16.1,.43,15278,"",12.6,.43,12007,"",.3,.76,523,"",.1,.64,71,"",,,,"",,,,"",239.6,,235666,""
"2001","C","GRND","FLAT","NOM. ROCK SOLE","RSL1",,,,"*",,,,"*",,,,"*",,,,"*",6.9,.56,8595,"",,,,"*",0,1.55,160,"",0,1.26,65,"",,,,"*",,,,"",,,,"",6.9,,8820,"*"
"2001","C","GRND","FLAT","NOM. STARRY FLOUNDER","SFL1",9.5,.45,9437,"",10.9,.45,10840,"",,,,"*",,,,"*",18.9,.51,21256,"",1.8,.83,3286,"",.3,1.83,1027,"",,,,"",,,,"",,,,"",,,,"",41.4,,45846,"*"
"2001","C","GRND","FLAT","NOM. SAND SOLE","SSO1",23.3,.85,43803,"",8.9,.85,16494,"",,,,"*",,,,"*",47,.73,75851,"",3.1,1.06,7173,"",1,.89,1858,"",,,,"",,,,"",,,,"*",,,,"",83.3,,145179,"*"
"2001","C","GRND","FLAT","SAND SOLE","SSOL",,,,"",,,,"",,,,"",,,,"",.5,.67,684,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",.5,,684,""
"2001","C","GRND","FLAT","UNSP. SANDDABS","UDAB",39.8,.33,28571,"",101.3,.33,74192,"",1.2,.33,875,"",,,,"*",586,.38,487050,"",41.1,.4,36119,"",,,,"*",.9,.98,1938,"",6.3,3.11,43166,"",,,,"*",,,,"",776.6,,671911,"*"
"2001","C","GRND","FLAT","UNSP. FLATFISH","UFLT",,,,"",,,,"*",,,,"",.1,.53,90,"",2.9,.68,4374,"",3.8,.66,5542,"",1.1,1.23,3113,"",10.2,.57,12785,"",7,.66,10138,"",.1,.93,123,"",,,,"",25.2,,36165,"*"
"2001","C","GRND","FLAT","UNSP. TURBOTS","UTRB",,,,"*",,,,"*",0,.44,43,"",,,,"",.1,.25,62,"",,,,"",,,,"*",,,,"*",,,,"*",,,,"",,,,"",.1,,105,"*"
"2001","C","GRND","MGRN","BIG SKATE","BSKT",,,,"",,,,"",,,,"*",,,,"",.1,.36,48,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",.1,,48,"*"
"2001","C","GRND","MGRN","SPINY DOGFISH","DSRK",,,,"*",,,,"",,,,"",,,,"",,,,"*",.1,1,150,"",.6,.07,101,"",,,,"",,,,"*",,,,"",,,,"",.7,,251,"*"
"2001","C","GRND","MGRN","UNSP. GRENADIERS","GRDR",13.2,.15,4339,"",53.3,.15,17666,"",34,.15,11230,"",,,,"*",3.5,.15,1159,"",107.2,.15,35419,"",,,,"*",,,,"",,,,"*",,,,"",,,,"",211.2,,69813,"*"
"2001","C","GRND","MGRN","LEOPARD SHARK","LSRK",,,,"",,,,"*",,,,"*",0,.86,80,"",3.1,1.08,7386,"",.2,1.03,353,"",.2,.56,300,"",2.3,.92,4581,"",2.4,1.06,5680,"",.3,1.18,893,"",,,,"",8.5,,19273,"*"
"2001","C","GRND","MGRN","SOUPFIN SHARK","SSRK",,,,"*",,,,"*",.1,1,151,"",,,,"*",1.6,.62,2198,"",1.1,.93,2273,"",3.7,.54,4485,"",5.8,.81,10259,"",8.6,.77,14671,"",6.3,1.07,14964,"",,,,"",27.2,,49001,"*"
"2001","C","GRND","MGRN","UNSP. SKATE","USKT",134.2,.2,59282,"",403.4,.2,178501,"",61.7,.2,26823,"",,,,"",22.3,.33,16398,"",7.2,.21,3257,"",2,.25,1103,"",3.6,.33,2654,"",5.4,.33,3964,"",,,,"*",,,,"",639.8,,291982,"*"
"2001","C","GRND","ROCK","NOM. AURORA ROCKFISH","ARR1",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
